title,title_normalized,description,release_date,total_duration,songs_count,cover_image_url,spotify_url,artist_id
Shakira. (Expanded Edition) [Spanish Version],shakira. (expanded edition) [spanish version],Can land story tough. List involve either mouth.,2014-03-13,00:35:04,10,https://i.scdn.co/image/ab67616d0000b2730da1a7e7f3e9ef163e1c1dbf,https://open.spotify.com/album/5meb7aKE722LA66ssBhvfM,60
Live From Paris,live from paris,End until stop process especially course pattern.,2011-12-05,00:40:49,10,https://i.scdn.co/image/ab67616d0000b273db6caca37c33ae3f6f5fede7,https://open.spotify.com/album/0qE6Dd97eQiywwpbrhb5fX,60
Sale el Sol,sale el sol,To bank personal central middle well.,2010-10-19,00:30:27,10,https://i.scdn.co/image/ab67616d0000b2734214ddc9e33e76de6a8ee888,https://open.spotify.com/album/3gR578qnw47M30LVBTjrlW,60
She Wolf (Expanded Edition),she wolf (expanded edition),Too compare throughout over.,2009-01-01,00:33:50,10,https://i.scdn.co/image/ab67616d0000b27338abd299129f8be89e636d98,https://open.spotify.com/album/5u0OuxRnf3FzvZR07xAxL2,60
"Oral Fixation, Vol. 2 (Expanded Edition)","oral fixation, vol. 2 (expanded edition)",Available picture purpose discover free bag.,2005-11-28,00:38:09,10,https://i.scdn.co/image/ab67616d0000b27327ddd747545c0d0cfe7595fa,https://open.spotify.com/album/5ppnlEoj4HdRRdRihnY3jU,60
Sugar Papi,sugar papi,Thus security window card night.,2023-11-03,00:27:47,10,https://i.scdn.co/image/ab67616d0000b2736a84be92318cebb5ac7fbc47,https://open.spotify.com/album/4KNN5lVMc1EREJFlbppJqH,61
Shockwave,shockwave,Others least mother.,2021-06-11,00:27:45,10,https://i.scdn.co/image/ab67616d0000b273d82de295af2bbdc06fb14068,https://open.spotify.com/album/6yXPyhVxt3PHBwkinPFn6I,61
Joytime III,joytime iii,Left look coach.,2019-07-03,00:28:35,10,https://i.scdn.co/image/ab67616d0000b273fecc635189268ac13e510147,https://open.spotify.com/album/662MMKEWOxGXbPXQIcgBlW,61
Joytime II,joytime ii,Person treatment song notice stuff lawyer.,2018-06-22,00:31:27,9,https://i.scdn.co/image/ab67616d0000b2734b146ee90f8845b41ce2fc1d,https://open.spotify.com/album/0xi4cOWPUHjctyYU8ypCOB,61
Joytime,joytime,Base inside understand put.,2016-01-08,00:35:06,10,https://i.scdn.co/image/ab67616d0000b273c89e7ad65c4486567cbf4759,https://open.spotify.com/album/6opKASPALOkPwCfHvqIS9H,61
Forever,forever,Table marriage response although question occur.,2024-06-21,00:02:34,1,https://i.scdn.co/image/ab67616d0000b2735902fe291bad5d0eea9dfb8f,https://open.spotify.com/album/2b1e9L6f4wMPmSeTJLwaZ6,61
Don't Speak,don't speak,Blood benefit wall central agree later.,2024-06-07,00:02:46,1,https://i.scdn.co/image/ab67616d0000b273fdf7a43b6f644f2c689f0b6b,https://open.spotify.com/album/72AWK6AZ95LODDCjLJnoqX,61
It’s Riddim Time,its riddim time,Seem add must four particularly service foot.,2024-05-24,00:19:13,6,https://i.scdn.co/image/ab67616d0000b2738d2e1b96de986cb5827b5465,https://open.spotify.com/album/52MZ9cM7DPDCrJZktsHKF0,61
T34RS,t34rs,Wrong hand television media grow.,2024-05-23,00:03:50,1,https://i.scdn.co/image/ab67616d0000b273a75971bf82eac5f1a1b21a98,https://open.spotify.com/album/4Y2v3IfkAciMlrEFYTQnnq,61
SHATTER,shatter,Short this nearly want.,2024-05-23,00:03:39,1,https://i.scdn.co/image/ab67616d0000b27316f5056971483aec336259a7,https://open.spotify.com/album/2X6liFLEd5eO9iOhcErOLb,61
Endless Summer Vacation,endless summer vacation,Anyone avoid speech research.,2023-08-18,00:32:43,10,https://i.scdn.co/image/ab67616d0000b273cd222052a2594be29a6616b5,https://open.spotify.com/album/5DvJgsMLbaR1HmAI6VhfcQ,63
ATTENTION: MILEY LIVE,attention: miley live,Gas imagine here consider activity TV.,2022-04-29,00:37:49,10,https://i.scdn.co/image/ab67616d0000b2730cb72bf16e0692468d81465b,https://open.spotify.com/album/5G5s00CN4Kmxz340ED2WL2,63
Plastic Hearts,plastic hearts,Probably participant form write ok ok teach.,2020-11-27,00:30:50,10,https://i.scdn.co/image/ab67616d0000b2738cffb7c6c40759eaf8a5a142,https://open.spotify.com/album/5BRhg6NSEZOj0BR6Iz56fR,63
SHE IS COMING,she is coming,Able various goal seek election partner.,2019-05-31,00:23:00,7,https://i.scdn.co/image/ab67616d0000b2734ddcd4e2f9e71125af2fa97c,https://open.spotify.com/album/45wbw92Z6V8G8iPKFzSEPN,63
Younger Now,younger now,Site ago blood store hand treatment.,2017-09-29,00:37:55,10,https://i.scdn.co/image/ab67616d0000b2739012e092ad8ed4731ea11134,https://open.spotify.com/album/5xG9gJcs9ut3qDWezHUlsX,63
Miley Cyrus & Her Dead Petz,miley cyrus & her dead petz,Three finish born.,2015-08-30,00:39:35,10,https://i.scdn.co/image/ab67616d0000b273aa1cd7a6881d80d391aa55cd,https://open.spotify.com/album/6cfcdjtSR9ARnpnpwtEGaS,63
Bangerz (Deluxe Version),bangerz (deluxe version),Fine approach many.,2013-10-04,00:38:25,10,https://i.scdn.co/image/ab67616d0000b2736b18d0490878750cd69abf2c,https://open.spotify.com/album/3RDqXDc1bAETps54MSSOW0,63
WE STILL DON'T TRUST YOU,we still don't trust you,Difficult know such suffer control.,2024-04-12,00:36:05,10,https://i.scdn.co/image/ab67616d0000b273d353552c4c2932094456bbe9,https://open.spotify.com/album/3bSNhnaQQXpC639OQ4pMyP,64
WE DON'T TRUST YOU,we don't trust you,Church write safe lead score role.,2024-03-22,00:35:39,10,https://i.scdn.co/image/ab67616d0000b273a46b07c291e6dfdee13b3ee8,https://open.spotify.com/album/4iqbFIdGOTzXeDtt9owjQn,64
SAVAGE MODE II [CHOPPED NOT SLOPPED],savage mode ii [chopped not slopped],Deep significant last example huge my view.,2020-10-19,00:41:51,10,https://i.scdn.co/image/ab67616d0000b2732fafc0749fcd9d3ceb5f7a29,https://open.spotify.com/album/263anqt2ayA25jSEXfs0i1,64
SAVAGE MODE II,savage mode ii,Evidence far chance major late grow.,2020-10-02,00:27:37,10,https://i.scdn.co/image/ab67616d0000b273aa57907bf0cb2ca0c8cc74bc,https://open.spotify.com/album/6wTyGUWGCilBFZ837k5aRi,64
Reasonable Woman,reasonable woman,Like food whatever behavior something.,2024-05-03,00:32:32,10,https://i.scdn.co/image/ab67616d0000b27346b703e6f668d36b45755066,https://open.spotify.com/album/2JYsCq8rOuQXkwv9BtJEa8,66
Gimme Christmas (Sleep Soundscape),gimme christmas (sleep soundscape),Director community sound truth box rule.,2023-09-10,00:32:11,10,https://i.scdn.co/image/ab67616d0000b273dad21730683421ae7d865fda,https://open.spotify.com/album/0ynrXCnhZnaP0B7Kt2BW7B,66
Gimme Christmas (Lofi Soundscape),gimme christmas (lofi soundscape),Under beyond student big.,2023-09-10,00:29:51,10,https://i.scdn.co/image/ab67616d0000b273d92402973bee72bf4f6fae0d,https://open.spotify.com/album/4nAUevRrNryD4J53nDtIpT,66
Everyday Is Christmas (Snowman Deluxe Edition),everyday is christmas (snowman deluxe edition),Million born suffer feel fine hand manage.,2022-12-30,00:35:13,10,https://i.scdn.co/image/ab67616d0000b273e148309ab2c36b2b56eeb396,https://open.spotify.com/album/49kFmuCyxzpbtVfnpLcOP1,66
Music (Songs From And Inspired By The Motion Picture),music (songs from and inspired by the motion picture),Summer option article.,2021-02-12,00:35:51,10,https://i.scdn.co/image/ab67616d0000b2737fcded053b9120228e643d86,https://open.spotify.com/album/7nA0EdSRuxzUqkA7kMSer7,66
"LABRINTH, SIA & DIPLO PRESENT... LSD","labrinth, sia & diplo present... lsd",Activity talk door campaign reveal whether.,2019-04-12,00:30:46,10,https://i.scdn.co/image/ab67616d0000b2733f159ae07dd556323f39f47b,https://open.spotify.com/album/0ujHQ5WCLuKJQXOqXpGtpf,66
Everyday Is Christmas (Deluxe Edition),everyday is christmas (deluxe edition),Couple mouth ever sound win through.,2018-11-01,00:35:13,10,https://i.scdn.co/image/ab67616d0000b273d1410c1372fab1e516328fa8,https://open.spotify.com/album/2vcGYJcPfXUmCdcXXqqukg,66
This Is Acting (Deluxe Version),this is acting (deluxe version),One require citizen series until.,2016-10-21,00:37:24,10,https://i.scdn.co/image/ab67616d0000b273754b2fddebe7039fdb912837,https://open.spotify.com/album/2eV6DIPDnGl1idcjww6xyX,66
This Is Acting,this is acting,Boy explain employee.,2016-02-18,00:37:24,10,https://i.scdn.co/image/ab67616d0000b273fc36b265066a58e205ecbd5c,https://open.spotify.com/album/3Xz1Bcn4YP9bdqlsstMfuJ,66
1000 Forms Of Fear (Deluxe Version),1000 forms of fear (deluxe version),Note like month available open thus.,2015-05-04,00:37:32,10,https://i.scdn.co/image/ab67616d0000b273b55ed804149fffbb5e35ff34,https://open.spotify.com/album/6FdNvoO5sF4EKwCX9je1MH,66
Fireworks & Rollerblades,fireworks & rollerblades,Hot stay mind special. Value us rather answer.,2024-04-05,00:31:41,10,https://i.scdn.co/image/ab67616d0000b273cc04ff3e70e146ba9abacf40,https://open.spotify.com/album/168CdR21lfn0TTyw1Pkdcm,68
Slow It Down,slow it down,Week not wind various three weight provide.,2024-03-21,00:02:41,1,https://i.scdn.co/image/ab67616d0000b273f824b0f45489f0f3388d5398,https://open.spotify.com/album/5UI2uTwSWoS6NmlxurwElQ,68
Beautiful Things (Alternate Versions),beautiful things (alternate versions),Health popular play all size.,2024-02-23,00:18:22,6,https://i.scdn.co/image/ab67616d0000b273207eff257681334642a5dd92,https://open.spotify.com/album/5KZ5cuVY1oLvHI1ecqoUJP,68
Beautiful Things,beautiful things,Admit soldier information.,2024-01-18,00:03:00,1,https://i.scdn.co/image/ab67616d0000b273bef221ea02a821e7feeda9cf,https://open.spotify.com/album/29aSKB1qPEbN0Qf9OPSQpw,68
To Love Someone,to love someone,Score national hair occur remember type.,2023-11-10,00:03:16,1,https://i.scdn.co/image/ab67616d0000b2731392e17e210676e2d84f5a3d,https://open.spotify.com/album/2hOxnlaUHGvYa7pisKzVdC,68
In The Stars (Live Version),in the stars (live version),Effort respond when edge partner expert tree.,2023-09-01,00:04:15,1,https://i.scdn.co/image/ab67616d0000b2732e290718b5adc75a9d3dd0ec,https://open.spotify.com/album/1Z59nIfnBAyuxCLk1kfaTc,68
In The Stars (Remixes),in the stars (remixes),Challenge turn view worker.,2023-07-07,00:14:32,4,https://i.scdn.co/image/ab67616d0000b27322aca1c7c9bc40b7277734c5,https://open.spotify.com/album/1VQuDj2H9nDD84Ca3VxqcH,68
In The Stars (Sped Up),in the stars (sped up),So onto book.,2023-06-02,00:09:23,3,https://i.scdn.co/image/ab67616d0000b2732935dbf68b990810cc4a0cbb,https://open.spotify.com/album/5OmxavyXrqVdtH22o99mCu,68
PULSE,pulse,Newspaper old interview develop even.,2023-05-05,00:15:39,5,https://i.scdn.co/image/ab67616d0000b273438ef9a3e8e527d0a6d1dd49,https://open.spotify.com/album/7nr5rtJ59Y0jBxKHPrGdW5,68
What Was,what was,Quickly individual song place.,2023-04-14,00:06:25,2,https://i.scdn.co/image/ab67616d0000b273cec7427f114ab046fcab5d5b,https://open.spotify.com/album/2UormkcNVEx1y48KAY3B5T,68
Scenic Drive (The Tape),scenic drive (the tape),Section scene morning.,2021-12-03,00:28:44,9,https://i.scdn.co/image/ab67616d0000b273b6866de8f1c7a1a1559ef5a8,https://open.spotify.com/album/5HBwLKK7l3N8fovxDlTBpE,70
Free Spirit,free spirit,Present note decision section page benefit.,2019-04-05,00:34:04,10,https://i.scdn.co/image/ab67616d0000b273b361ce46dbadbf8a11081b60,https://open.spotify.com/album/6KT8x5oqZJl9CcnM66hddo,70
Suncity,suncity,Itself everybody close cell follow.,2018-10-19,00:21:12,7,https://i.scdn.co/image/ab67616d0000b273c43edd2cf01edf73bf0b97a3,https://open.spotify.com/album/4UNwL1B7JoymNUiTFJa52B,70
American Teen,american teen,Leg tonight represent daughter.,2017-04-27,00:35:31,10,https://i.scdn.co/image/ab67616d0000b273988ede5e1276e758b5f9e577,https://open.spotify.com/album/6kf46HbnYCZzP6rjvQHYzg,70
Adore U,adore u,Behind official clear practice blue who design.,2024-06-14,00:02:44,1,https://i.scdn.co/image/ab67616d0000b27379131384ee7fe81564fe42a8,https://open.spotify.com/album/6TuqYkU9a9UNy7YxwATWDg,70
Please Don't Fall In Love With Me,please don't fall in love with me,Lawyer card better audience measure most.,2024-05-10,00:11:09,3,https://i.scdn.co/image/ab67616d0000b273c608bba44cbcf7058c20cca9,https://open.spotify.com/album/1UiyDtsYD5kOd8gPjEINbw,70
Silver Platter (From Barbie The Album),silver platter (from barbie the album),Hot manage friend nature before ground.,2023-07-21,00:02:45,1,https://i.scdn.co/image/ab67616d0000b2735635f373b3b1c50974fa6eca,https://open.spotify.com/album/79RZZV5Z6Y3Is9716GwJOn,70
His Songs (A Piano Tribute To Elton John),his songs (a piano tribute to elton john),Throughout still it age.,2023-06-16,00:36:24,10,https://i.scdn.co/image/ab67616d0000b2737965fe210707d228e098ab21,https://open.spotify.com/album/358Wr5P79J3qoYCog2RIV0,71
Trackhouse (Daytona 500 Edition),trackhouse (daytona 500 edition),Choice summer case every relationship because.,2024-02-16,00:18:18,7,https://i.scdn.co/image/ab67616d0000b273a0bac1996f26274685db1520,https://open.spotify.com/album/56jg3KJcYmfL7RzYmG2O1Q,72
Trackhouse,trackhouse,Too mouth within star century team.,2023-10-06,00:25:44,10,https://i.scdn.co/image/ab67616d0000b27333a4ba8f73271a749c5d953d,https://open.spotify.com/album/1l86t4bTNT2j1X0ZBCIv6R,72
Libertad 548,libertad 548,Budget course something look home there garden.,2019-09-27,00:33:40,10,https://i.scdn.co/image/ab67616d0000b273f0dd8e557b66318ea8e6978d,https://open.spotify.com/album/6nCJAxRvXmPkPiZo8Vh5ZG,72
Gotti (Original Motion Picture Soundtrack),gotti (original motion picture soundtrack),Save agency however.,2018-06-14,00:28:37,10,https://i.scdn.co/image/ab67616d0000b273bfb673e097b39939d6f91874,https://open.spotify.com/album/6ZSNnOY2ESMNoVQ5DdvHrj,72
Climate Change,climate change,Risk myself church western law gun analysis.,2017-03-17,00:36:51,10,https://i.scdn.co/image/ab67616d0000b273847d47b2d33517f0e8b2b958,https://open.spotify.com/album/4jtKPpBQ5eneMwEI94f5Y0,72
Dale,dale,Skin top same simple.,2015-07-17,00:36:41,10,https://i.scdn.co/image/ab67616d0000b273a1cc249569898d31407fcf7c,https://open.spotify.com/album/5PZWGWwRwA0PJCET9BwBAm,72
Globalization,globalization,Theory author black can green give tough.,2014-11-21,00:35:09,10,https://i.scdn.co/image/ab67616d0000b2731e340d1480e7bb29a45e3bd7,https://open.spotify.com/album/4EUf4YyNjuXypWY6W5wEDm,72
Global Warming: Meltdown (Deluxe Version),global warming: meltdown (deluxe version),Technology among technology human yet every old.,2012-01-01,00:34:07,10,https://i.scdn.co/image/ab67616d0000b273f2486b438645e97b523e4f90,https://open.spotify.com/album/2F7tejLHzTqFq2XLol9ZGy,72
Planet Pit (Deluxe Version),planet pit (deluxe version),Education about institution product.,2011-06-17,00:35:52,10,https://i.scdn.co/image/ab67616d0000b2731dc7483a9fcfce54822a2f19,https://open.spotify.com/album/4rG0MhkU6UojACJxkMHIXB,72
Planet Pit,planet pit,Way pattern whose fact.,2011-06-17,00:35:52,10,https://i.scdn.co/image/ab67616d0000b27314eb5ef4d6fb24b37b6531a6,https://open.spotify.com/album/3K3wPSsFq3jt0tgZXerYma,72
Summertime Friends,summertime friends,Will read goal board successful.,2023-10-20,00:21:12,8,https://i.scdn.co/image/ab67616d0000b273382c8dbf19c42c664f0c667f,https://open.spotify.com/album/06NJ4sxQJg1BiSGH9WkzRE,74
So Far So Good (lofi remixes),so far so good (lofi remixes),Smile dinner seat factor subject however expert.,2022-10-21,00:26:44,10,https://i.scdn.co/image/ab67616d0000b2730e23bc823ea07dbf3fabc43e,https://open.spotify.com/album/3Fpxa7OUrdGmqEebgoAF1E,74
So Far So Good,so far so good,Whom study get leave response edge maintain.,2022-06-08,00:33:42,10,https://i.scdn.co/image/ab67616d0000b273e741cd9dc139d57cc2906186,https://open.spotify.com/album/4nZ4dv1XvDE25Lf2MFhOqA,74
World War Joy,world war joy,Best key people decade.,2019-12-06,00:33:43,10,https://i.scdn.co/image/ab67616d0000b2735e90ff76fd49a23f7333de76,https://open.spotify.com/album/01GR4NL5O5CZM51k0aejKD,74
Sick Boy,sick boy,Open generation modern structure control.,2018-12-14,00:32:50,10,https://i.scdn.co/image/ab67616d0000b2738e26bf4293c9da7a6439607b,https://open.spotify.com/album/6ZvDJs17O3woQirttKRYCG,74
Memories...Do Not Open,memories...do not open,Return key assume go often.,2017-04-07,00:36:05,10,https://i.scdn.co/image/ab67616d0000b2730c13d3d5a503c84fcc60ae94,https://open.spotify.com/album/4JPguzRps3kuWDD5GS6oXr,74
ADDICTED: REFRESHED,addicted: refreshed,Apply range less would relationship quite fact.,2024-05-24,00:23:32,8,https://i.scdn.co/image/ab67616d0000b2731748ad12b7b6d61db0cb5e8c,https://open.spotify.com/album/5WvdQ0rXunG7ZDLneivLio,74
No Hard Feelings,no hard feelings,Others school box practice.,2024-05-10,00:15:28,5,https://i.scdn.co/image/ab67616d0000b273073de3e169058c0232c98f7f,https://open.spotify.com/album/6zbTpuaPUXU6jRn6RJ0W6K,74
Addicted (Joel Corry Remix),addicted (joel corry remix),After more rise someone half man many civil.,2024-05-03,00:04:59,2,https://i.scdn.co/image/ab67616d0000b273b785a6a7fb5af6840c4587b9,https://open.spotify.com/album/0plfiPI2UxlV25Qvt5lssp,74
Friday,friday,Prove example teach try drive.,2024-04-26,00:03:28,1,https://i.scdn.co/image/ab67616d0000b273fa32e83a0fa02c8c0eaeedd0,https://open.spotify.com/album/7syOKNR2x90o9MzqJI91hQ,74
DRIVE Continuous DJ Mix,drive continuous dj mix,Ok speech mission by.,2023-04-21,00:20:08,10,https://i.scdn.co/image/ab67616d0000b273c6ea1805562f92ca35f47228,https://open.spotify.com/album/4NcNKEziN6KU6eBrKun7eg,75
DRIVE,drive,Establish key seek remain benefit strong.,2023-04-21,00:26:25,10,https://i.scdn.co/image/ab67616d0000b27375544696cbe0e019eaf0fcbb,https://open.spotify.com/album/5MZ8KBGWztnBxBlrLPRBZB,75
Together,together,Both southern key option president study.,2019-04-05,00:27:13,10,https://i.scdn.co/image/ab67616d0000b273e945b8d2ddbcaaf1ec522da5,https://open.spotify.com/album/6jd8wvEoi6sCzP92Vt7CPZ,75
"CLUBLIFE, VOL. 5: CHINA","clublife, vol. 5: china",Let event discuss consider writer wonder.,2017-11-10,00:34:18,10,https://i.scdn.co/image/ab67616d0000b273f23c09313a6649bd8aae049a,https://open.spotify.com/album/3yyMpOkLtbcbVJFzEESLN0,75
AFTR:HRS (Mixed By Tiësto),aftr:hrs (mixed by tiesto),Eight land seek window budget forget shoulder.,2016-12-23,00:41:06,10,https://i.scdn.co/image/ab67616d0000b27321d1dc2d4fecceb38c0a6a09,https://open.spotify.com/album/3HMuPwQxlJt23qjY8tAVAd,75
"Club Life, Vol. 3 - Stockholm","club life, vol. 3 - stockholm",Seem large try stuff. Among each same mission.,2013-06-11,00:46:48,10,https://i.scdn.co/image/ab67616d0000b273a9db36779cc8f20b02141969,https://open.spotify.com/album/5pbsUGC9LpIf2r9QSfJpGZ,75
Club Life: Vol. Two Miami,club life: vol. two miami,Old order share a.,2012-04-23,01:02:02,10,https://i.scdn.co/image/ab67616d0000b2733746107b5a640fd577ff4f75,https://open.spotify.com/album/2BwI9hLyadMsWhWNVCkQMO,75
The Car,the car,Miss this air general thank subject.,2022-10-21,00:37:23,10,https://i.scdn.co/image/ab67616d0000b27307823ee6237208c835802663,https://open.spotify.com/album/2GROf0WKoP5Er2M9RXVNNs,76
Live at the Royal Albert Hall,live at the royal albert hall,Then scientist finally never game expect could.,2020-12-04,00:42:17,10,https://i.scdn.co/image/ab67616d0000b273753ff61c73b2861911ce590d,https://open.spotify.com/album/7Heaa0B4KOxdWhSICTR2wE,76
Tranquility Base Hotel & Casino,tranquility base hotel & casino,East suggest song what case.,2018-05-10,00:37:19,10,https://i.scdn.co/image/ab67616d0000b2738895ff0f90525f4aa9437c27,https://open.spotify.com/album/7v6FNgLDS8KmaWA1amUtqe,76
AM,am,Discussion industry job certain market.,2013-09-09,00:34:26,10,https://i.scdn.co/image/ab67616d0000b2734ae1c4c5c45aabe565499163,https://open.spotify.com/album/78bpIziExqiI9qztvNFlQu,76
Suck It and See,suck it and see,Sometimes check environmental likely later.,2011-06-06,00:32:08,10,https://i.scdn.co/image/ab67616d0000b273cb44038b22f3d8a5e4e62d5a,https://open.spotify.com/album/2ym2jcqckXqWeTDoxz3Kst,76
Humbug,humbug,Itself improve during democratic in agree speak.,2009-08-20,00:39:19,10,https://i.scdn.co/image/ab67616d0000b273f65d720a5d70dbb93e96d528,https://open.spotify.com/album/5IEoiwkThhRmSMBANhpxl2,76
Favourite Worst Nightmare,favourite worst nightmare,Race skill us deal.,2007-04-22,00:30:38,10,https://i.scdn.co/image/ab67616d0000b273b1f8da74f225fa1225cdface,https://open.spotify.com/album/1XkGORuUX2QGOEIL4EbJKm,76
